AAPL,AppleInc
GOOGL,Google
GOOG,Google
MSFT,Microsoft
AMZN,Amazon
FB,Facebook
XOM,ExxonMobil
JNJ,JNJcares
JPM,JPMorganChase
WFC,WellsFargo
BAC,BankofAmerica
GE,GeneralElectric
T,ATTInc
PG,ProcterGamble
WMT,WalMartStores
CVX,ChevronCorp
V,VisaInc
PFE,Pfizer
VZ,VerizonCommunications
MRK,MerckCo
KO,CocaCola
CMCSA,Comcast
HD,HomeDepot
DIS,WaltDisneyCompany
ORCL,Oracle
PM,PhilipMorris
CSCO,Cisco
IBM,InternationalBusinessMachines
INTC,Intel
C,Citigroup
UNH,UnitedHealthGroup
PEP,Pepsi
MO,AltriaGroup
AMGN,Amgen
MA,Mastercard
MMM,3MCompany
MDT,Medtronic
BA,Boeing
SLB,Schlumberger
KHC,KraftHeinz
MCD,McDonald's
GS,GoldmanSachs
ABBV,AbbVie
HON,Honeywell
CELG,Celgene
BMY,BristolMyersSquibb
NKE,Nike
USB,USBancorp
WBA,WalgreensBoots
UPS,UnitedParcelService
UTX,UnitedTechnologies
GILD,GileadSciences
UNP,UnionPacific
AVGO,Broadcom
RAI,ReynoldsAmerican
LLY,EliLilly
CHTR,CharterCommunications
MS,MorganStanley
CVS,CVSHealth
PCLN,Priceline.com
QCOM,QUALCOMM
SBUX,Starbucks
AGN,Allergan
TXN,TexasInstruments
ABT,AbbottLaboratories
LMT,LockheedMartin
ACN,Accenture
DOW,DowChemical
TWX,TimeWarner
COST,Costco
AXP,AmericanExpress
LOW,LowesCos
DD,DuPont
MDLZ,MondelezInternational
CL,ColgatePalmolive
CB,ChubbLimited
BIIB,BIOGENIDEC
BLK,BlackRock
AIG,AmericanInternationalGroup
PNC,PNCFinancial
TMO,ThermoFisherScientific
NEE,NextEraEnergy
NFLX,Netflix
DHR,DanaherCorp
ADBE,Adobe
COP,ConocoPhillips
CRM,Salesforce
NVDA,Nvidia
MET,MetLifeInc
GD,GeneralDynamics
EOG,EOGResources
DUK,DukeEnergy
FOXA,TwentyFirstCenturyFox
CAT,Caterpillar
GM,GeneralMotors
FOX,TwentyFirstCenturyFox
SCHW,CharlesSchwab
SPG,SimonPropertyGroup
PYPL,PayPal
TJX,TJXCompanies
AAL,AmericanAirlines
ADI,AnalogDevicesInc
ADP,ADP
ADSK,Autodesk
ALGN,AlignTechnology
ALXN,AlexionPharmaceuticals
AMAT,AppliedMaterials
ASML,ASML
ATVI,ActivisionBlizzard
BIDU,Baidu
BMRN,BioMarin
CA,CAInc
CDNS,CadenceDesignSystems
CERN,Cerner
CHKP,CheckPointLtd
CSX,CSXCorporation
CTAS,CintasCorp
CTRP,ctrip
CTSH,CognizantTechnology
CTXS,Citrix
DISH,DishNetwork
DLTR,DollarTree
EA,ElectronicArts
EBAY,eBay
ESRX,ExpressScripts
EXPE,Expedia
FAST,Fastenal
FISV,Fiserv
HAS,Hasbro
HOLX,Hologic
HSIC,HenrySchein
IDXX,IDEXX
ILMN,Illumina
INCY,IncyteCorp
INTU,Intuit
ISRG,IntuitiveSurgical
JBHT,JBHunt
JD,JD.com
KLAC,KLATencor
LBTYA,LibertyGlobal
LBTYK,LibertyGlobal
LRCX,LamResearch
LVNTA,LibertyVentures
MAR,MarriottInternational
MCHP,MicrochipTechnology
MELI,MercadoLibre
MNST,Monste Beverage
MU,MicronTechnology
MXIM,MaximIntegrated
MYL,Mylan
NTES,NetEase
ORLY,OReillyAutoParts
PAYX,Paychex
PCAR,PACCAR
QVCA,LibertyInteractive
REGN,Regeneron
ROST,RossStores
SHPG,ShirePLC
SIRI,SiriusXM
SNPS,Synopsys
STX,Seagate
SWKS,Skyworks
SYMC,Symantec
TMUS,TMobileUS
TSLA,TeslaMotors
TTWO,TakeTwoInteractive
ULTA,Ulta
VOD,Vodafone
VRSK,Verisk
VRTX,VertexPharma
WDAY,WorkDayInc
WDC,WesternDigital
WYNN,WynnResorts
XLNX,Xilinx
XRAY,DENTSPLY
FDX,fedex
MON,monsanto
SO,southernco
F,fordmotorcompany
BK,bnymellon
OXY,occidentalpetroleum
AMT,americantower
KMI,kindermorgan
SYK,strykercorp
PRU,prudential
D,dominionenergy
KMB,kimberlyclark
ITW,illinoistoolworks
AET,aetna
HAL,halliburton
RTN,raytheon
COF,capitalone
ANTM,antheminc
YHOO,yahoo
NOC,northropgrumman
CME,cmegroup
CCL,carnivalcorp
PSX,phillips66
PSA,publicstorage
BDX,bectondickinson
